ts,truck,driver,trip_id,fuel,speed,lat,lon,odometer,anomaly,latency_ms
2026-04-04T15:02:00.458218+00:00,TRK-002,maria,d361b7ce,49.42,58.2,14.58338,120.987034,47134.3,False,385
2026-04-04T15:02:02.035570+00:00,TRK-004,ana,c561881b,76.08,42.3,14.589479,120.985088,30849.1,True,514
2026-04-04T15:02:05.843877+00:00,TRK-002,maria,d361b7ce,49.42,0.0,14.58338,120.987034,47134.3,False,434
2026-04-04T15:02:07.549885+00:00,TRK-004,ana,c561881b,76.08,0.0,14.589479,120.985088,30849.1,True,519
2026-04-04T15:02:11.279164+00:00,TRK-002,maria,d361b7ce,49.41,40.1,14.583198,120.987076,47134.3,False,363
2026-04-04T15:02:13.068966+00:00,TRK-004,ana,c561881b,75.99,52.3,14.589654,120.985285,30849.2,True,389
2026-04-04T15:02:16.643400+00:00,TRK-002,maria,d361b7ce,49.39,35.6,14.582768,120.987269,47134.4,False,379
2026-04-04T15:02:18.458311+00:00,TRK-004,ana,c561881b,75.89,60.2,14.589626,120.985314,30849.3,True,378
2026-04-04T15:02:22.022957+00:00,TRK-002,maria,d361b7ce,49.37,69.3,14.581951,120.987608,47134.5,False,1562
2026-04-04T15:02:23.836791+00:00,TRK-004,ana,c561881b,75.82,43.9,14.589752,120.985274,30849.4,True,490
2026-04-04T15:02:28.585124+00:00,TRK-002,maria,d361b7ce,49.37,30.9,14.581586,120.987783,47134.5,False,428
2026-04-04T15:02:29.327116+00:00,TRK-004,ana,c561881b,75.82,0.0,14.589752,120.985274,30849.4,True,395
2026-04-04T15:02:34.013661+00:00,TRK-002,maria,d361b7ce,49.35,40.4,14.581143,120.987983,47134.6,False,427
2026-04-04T15:02:34.722563+00:00,TRK-004,ana,c561881b,75.75,34.0,14.58985,120.985444,30849.4,True,398
2026-04-04T15:02:39.441542+00:00,TRK-002,maria,d361b7ce,49.35,83.4,14.580705,120.988317,47134.7,False,1490
2026-04-04T15:02:40.121311+00:00,TRK-004,ana,c561881b,75.65,59.0,14.589991,120.985637,30849.5,True,833
2026-04-04T15:02:45.932188+00:00,TRK-002,maria,d361b7ce,49.32,73.5,14.580649,120.988421,47134.8,False,467
2026-04-04T15:02:45.954572+00:00,TRK-004,ana,c561881b,75.58,48.1,14.590045,120.985605,30849.5,True,452
2026-04-04T15:02:51.400681+00:00,TRK-002,maria,d361b7ce,49.3,49.3,14.580208,120.988694,47134.8,False,429
2026-04-04T15:02:51.407215+00:00,TRK-004,ana,c561881b,75.49,53.5,14.590068,120.985697,30849.6,True,594
2026-04-04T15:02:56.830926+00:00,TRK-002,maria,d361b7ce,49.28,62.2,14.579877,120.988883,47134.9,False,1420
2026-04-04T15:02:57.001961+00:00,TRK-004,ana,c561881b,75.41,38.0,14.59012,120.985714,30849.7,True,1449
2026-04-04T15:03:03.251363+00:00,TRK-002,maria,d361b7ce,49.26,83.9,14.579812,120.988911,47135.1,False,489
2026-04-04T15:03:03.452082+00:00,TRK-004,ana,c561881b,75.35,36.8,14.590182,120.985793,30849.7,True,632
2026-04-04T15:03:08.740884+00:00,TRK-002,maria,d361b7ce,49.26,30.3,14.579757,120.988913,47135.1,False,466
2026-04-04T15:03:09.085275+00:00,TRK-004,ana,c561881b,75.27,44.4,14.590353,120.986004,30849.8,True,1413
2026-04-04T15:03:14.207831+00:00,TRK-002,maria,d361b7ce,49.23,83.2,14.5795,120.989008,47135.2,False,476
2026-04-04T15:03:15.499053+00:00,TRK-004,ana,c561881b,75.19,46.3,14.590429,120.986075,30849.9,True,433
2026-04-04T15:03:19.684830+00:00,TRK-002,maria,d361b7ce,49.21,82.5,14.579468,120.989084,47135.3,False,412
2026-04-04T15:03:20.932764+00:00,TRK-004,ana,c561881b,75.19,0.0,14.590429,120.986075,30849.9,True,403
2026-04-04T15:03:25.096850+00:00,TRK-002,maria,d361b7ce,49.2,48.3,14.579362,120.989201,47135.4,False,370
2026-04-04T15:03:26.337053+00:00,TRK-004,ana,c561881b,75.09,62.7,14.590577,120.986141,30849.9,True,1553
2026-04-04T15:03:30.467865+00:00,TRK-002,maria,d361b7ce,49.18,62.6,14.579187,120.989193,47135.5,False,392
2026-04-04T15:03:32.890976+00:00,TRK-004,ana,c561881b,74.98,57.3,14.590559,120.98622,30850.0,True,398
2026-04-04T15:03:35.860825+00:00,TRK-002,maria,d361b7ce,49.17,68.1,14.579079,120.989314,47135.6,False,389
2026-04-04T15:03:38.289839+00:00,TRK-004,ana,c561881b,74.92,41.3,14.590611,120.986234,30850.1,True,376
2026-04-04T15:03:41.250433+00:00,TRK-002,maria,d361b7ce,49.16,45.9,14.578546,120.989545,47135.6,False,431
2026-04-04T15:03:43.666774+00:00,TRK-004,ana,c561881b,74.86,32.8,14.591006,120.98635,30850.1,True,387
2026-04-04T15:03:46.685326+00:00,TRK-002,maria,d361b7ce,49.14,35.5,14.57822,120.989763,47135.7,False,352
2026-04-04T15:03:49.054294+00:00,TRK-004,ana,c561881b,74.75,58.2,14.591596,120.986704,30850.2,True,364
2026-04-04T15:03:52.037867+00:00,TRK-002,maria,d361b7ce,49.12,62.6,14.577564,120.990148,47135.8,False,431
2026-04-04T15:03:54.418788+00:00,TRK-004,ana,c561881b,74.71,30.1,14.591802,120.986815,30850.2,True,409
2026-04-04T15:03:57.469358+00:00,TRK-002,maria,d361b7ce,49.09,50.5,14.577032,120.990471,47135.8,False,382
2026-04-04T15:03:59.828192+00:00,TRK-004,ana,c561881b,74.58,62.8,14.592205,120.987058,30850.3,True,433
2026-04-04T15:04:02.851876+00:00,TRK-002,maria,d361b7ce,49.09,61.7,14.576374,120.990905,47135.9,False,468
2026-04-04T15:04:05.262221+00:00,TRK-004,ana,c561881b,74.52,35.8,14.592378,120.987105,30850.4,True,444
2026-04-04T15:04:08.320941+00:00,TRK-002,maria,d361b7ce,49.08,43.5,14.576074,120.991021,47136.0,False,438
2026-04-04T15:04:10.706997+00:00,TRK-004,ana,c561881b,74.46,33.9,14.592493,120.987148,30850.4,True,440
2026-04-04T15:04:13.759468+00:00,TRK-002,maria,d361b7ce,49.08,30.3,14.575926,120.991117,47136.0,False,397
2026-04-04T15:04:16.147365+00:00,TRK-004,ana,c561881b,74.36,52.3,14.592786,120.987313,30850.5,True,428
2026-04-04T15:04:19.157530+00:00,TRK-002,maria,d361b7ce,49.06,69.7,14.575089,120.991507,47136.1,False,438
2026-04-04T15:04:21.575961+00:00,TRK-004,ana,c561881b,74.25,59.8,14.593389,120.987728,30850.6,True,384
2026-04-04T15:04:24.596292+00:00,TRK-002,maria,d361b7ce,49.06,42.4,14.574621,120.991787,47136.2,False,388
2026-04-04T15:04:26.960588+00:00,TRK-004,ana,c561881b,74.16,45.9,14.593714,120.987883,30850.6,True,401
2026-04-04T15:04:29.985336+00:00,TRK-002,maria,d361b7ce,49.04,81.1,14.573703,120.992316,47136.3,False,421
2026-04-04T15:04:32.362002+00:00,TRK-004,ana,c561881b,74.1,42.4,14.594237,120.988233,30850.7,True,450
2026-04-04T15:04:35.407476+00:00,TRK-002,maria,d361b7ce,49.03,72.4,14.573483,120.992472,47136.4,False,549
2026-04-04T15:04:37.812884+00:00,TRK-004,ana,c561881b,74.0,54.9,14.594191,120.988177,30850.8,True,424
2026-04-04T15:04:40.957294+00:00,TRK-002,maria,d361b7ce,49.02,26.4,14.573222,120.992694,47136.4,False,493
2026-04-04T15:04:43.237337+00:00,TRK-004,ana,c561881b,73.91,56.0,14.594341,120.988309,30850.9,True,394
2026-04-04T15:04:46.451833+00:00,TRK-002,maria,d361b7ce,49.01,43.6,14.572755,120.992945,47136.5,False,436
2026-04-04T15:04:48.632377+00:00,TRK-004,ana,c561881b,73.86,36.5,14.594431,120.988293,30850.9,True,394
2026-04-04T15:04:51.888573+00:00,TRK-002,maria,d361b7ce,49.01,53.3,14.572298,120.993176,47136.6,False,337
2026-04-04T15:04:54.026804+00:00,TRK-004,ana,c561881b,73.78,47.3,14.594497,120.988403,30851.0,True,342
2026-04-04T15:04:57.226298+00:00,TRK-002,maria,d361b7ce,49.0,35.0,14.572186,120.993168,47136.6,False,341
2026-04-04T15:04:59.369183+00:00,TRK-004,ana,c561881b,73.73,32.5,14.59469,120.988522,30851.0,True,413
2026-04-04T15:05:02.567800+00:00,TRK-002,maria,d361b7ce,48.99,49.6,14.57257,120.99348,47136.7,False,378
2026-04-04T15:05:04.782928+00:00,TRK-004,ana,c561881b,73.65,50.3,14.595298,120.988803,30851.1,True,387
2026-04-04T15:05:07.946576+00:00,TRK-002,maria,d361b7ce,48.98,37.6,14.572819,120.993697,47136.7,False,574
2026-04-04T15:05:10.170840+00:00,TRK-004,ana,c561881b,73.55,57.8,14.595733,120.989042,30851.2,True,389
2026-04-04T15:05:13.521414+00:00,TRK-002,maria,d361b7ce,48.96,82.4,14.573125,120.993946,47136.9,False,416
2026-04-04T15:05:15.560363+00:00,TRK-004,ana,c561881b,73.5,31.0,14.595711,120.989169,30851.2,True,455
