ts,scenario,truck,driver,trip_label,trip_id,fuel,speed,lat,lon,odometer,engine_status,anomaly,latency_ms
2026-04-04T18:02:27.298098+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.72,82.8,14.521041,121.053587,34532.4,on,False,1080
2026-04-04T18:02:33.379504+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.7,82.9,14.521928,121.054095,34532.6,on,False,859
2026-04-04T18:02:39.239319+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.69,84.1,14.522865,121.0545,34532.7,on,False,761
2026-04-04T18:02:45.001270+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.66,81.6,14.523811,121.054883,34532.8,on,False,1025
2026-04-04T18:02:51.027278+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.64,78.8,14.524759,121.055257,34532.9,on,False,1253
2026-04-04T18:02:57.281038+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.62,76.7,14.525708,121.055631,34533.0,on,False,821
2026-04-04T18:03:03.103051+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.59,83.9,14.526657,121.056005,34533.1,on,False,1161
2026-04-04T18:03:05.807846+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.49,84.2,14.502713,121.017705,44794.6,on,False,535
2026-04-04T18:03:09.264725+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.55,83.3,14.527606,121.056379,34533.2,on,False,782
2026-04-04T18:03:11.342865+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.45,87.2,14.502372,121.018722,44794.7,on,False,463
2026-04-04T18:03:15.047610+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.54,80.9,14.528556,121.056749,34533.3,on,False,542
2026-04-04T18:03:16.807478+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.43,84.6,14.502211,121.019752,44794.8,on,False,537
2026-04-04T18:03:20.590229+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.51,79.2,14.529511,121.057106,34533.5,on,False,556
2026-04-04T18:03:22.345106+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.39,85.3,14.502898,121.020457,44795.0,on,False,546
2026-04-04T18:03:26.146846+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.5,81.5,14.530475,121.057436,34533.6,on,False,459
2026-04-04T18:03:27.910950+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.36,83.9,14.503653,121.02119,44795.1,on,False,523
2026-04-04T18:03:31.606387+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.47,77.1,14.531458,121.057697,34533.7,on,False,633
2026-04-04T18:03:33.434557+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.34,80.1,14.504452,121.021879,44795.2,on,False,761
2026-04-04T18:03:37.240463+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.46,80.6,14.532468,121.057791,34533.8,on,False,669
2026-04-04T18:03:39.196463+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.31,84.3,14.50496,121.022818,44795.3,on,False,1582
2026-04-04T18:03:42.915509+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.44,81.2,14.533482,121.057754,34533.9,on,False,446
2026-04-04T18:03:45.791639+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.29,81.4,14.505449,121.02377,44795.4,on,False,452
2026-04-04T18:03:48.363124+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.42,77.4,14.534496,121.057697,34534.0,on,False,450
2026-04-04T18:03:51.244440+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.27,85.8,14.505993,121.024688,44795.5,on,False,1259
2026-04-04T18:03:53.813830+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.4,80.6,14.53551,121.057627,34534.1,on,False,745
2026-04-04T18:03:57.503813+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.25,81.1,14.50654,121.025605,44795.7,on,False,757
2026-04-04T18:03:59.559668+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.37,82.6,14.536524,121.057576,34534.2,on,False,546
2026-04-04T18:04:03.261544+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.24,86.7,14.507192,121.026404,44795.8,on,False,1032
2026-04-04T18:04:05.106264+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.34,76.6,14.537537,121.057509,34534.4,on,False,1022
2026-04-04T18:04:09.294402+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.22,81.0,14.507764,121.027304,44795.9,on,False,717
2026-04-04T18:04:11.129336+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.32,83.1,14.538545,121.05738,34534.5,on,False,1680
2026-04-04T18:04:15.012476+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.19,79.5,14.50833,121.02821,44796.0,on,False,773
2026-04-04T18:04:17.810731+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.3,82.8,14.539488,121.057011,34534.6,on,False,549
2026-04-04T18:04:20.787631+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.17,83.7,14.508896,121.029115,44796.1,on,False,541
2026-04-04T18:04:23.360175+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.28,79.5,14.540257,121.056331,34534.7,on,False,494
2026-04-04T18:04:26.330493+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.13,83.9,14.509463,121.030019,44796.2,on,False,660
2026-04-04T18:04:28.854554+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.26,78.5,14.540811,121.055455,34534.8,on,False,505
2026-04-04T18:04:31.991216+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.11,81.2,14.510032,121.030923,44796.4,on,False,559
2026-04-04T18:04:34.361222+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.24,82.6,14.541345,121.054563,34534.9,on,False,861
2026-04-04T18:04:37.550958+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.09,79.7,14.510598,121.031827,44796.5,on,False,477
2026-04-04T18:04:40.222906+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.21,86.2,14.542038,121.053804,34535.0,on,False,1709
2026-04-04T18:04:43.029151+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.05,82.4,14.511346,121.032019,44796.6,on,False,527
2026-04-04T18:04:46.932781+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.21,81.7,14.542967,121.053407,34535.2,on,False,537
2026-04-04T18:04:48.557242+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.02,87.5,14.512263,121.031507,44796.7,on,False,455
2026-04-04T18:04:52.471474+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.2,81.6,14.543974,121.053413,34535.3,on,False,856
2026-04-04T18:04:54.012801+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,85.0,82.7,14.513221,121.031086,44796.8,on,False,754
2026-04-04T18:04:58.337963+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.19,85.7,14.544899,121.053831,34535.4,on,False,646
2026-04-04T18:04:59.771745+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.99,80.9,14.5142,121.030714,44796.9,on,False,453
2026-04-04T18:05:03.984806+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.19,83.7,14.545575,121.054605,34535.5,on,False,1169
2026-04-04T18:05:05.225953+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.96,85.7,14.515145,121.030257,44797.1,on,False,538
2026-04-04T18:05:10.764964+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.94,79.9,14.51608,121.029781,44797.2,on,False,1177
2026-04-04T18:05:10.158518+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.18,79.9,14.546088,121.05551,34535.6,on,False,2083
2026-04-04T18:05:16.942314+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.91,82.5,14.516971,121.029227,44797.3,on,False,645
2026-04-04T18:05:17.242606+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.17,84.4,14.546743,121.056299,34535.7,on,False,657
2026-04-04T18:05:22.587837+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.88,87.7,14.517813,121.028591,44797.4,on,False,1722
2026-04-04T18:05:22.901082+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.15,79.4,14.547658,121.056735,34535.8,on,False,1584
2026-04-04T18:05:29.310961+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.85,84.9,14.518687,121.028008,44797.5,on,False,1854
2026-04-04T18:05:29.485761+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.14,77.1,14.548662,121.056887,34535.9,on,False,1690
2026-04-04T18:05:36.176720+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.13,76.6,14.549542,121.057371,34536.1,on,False,638
2026-04-04T18:05:36.165424+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.83,86.6,14.519612,121.02751,44797.6,on,False,651
2026-04-04T18:05:41.817082+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.82,83.5,14.520549,121.027036,44797.7,on,False,1683
2026-04-04T18:05:41.815627+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.11,84.0,14.55004,121.058278,34536.2,on,False,1790
2026-04-04T18:05:48.606823+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.08,76.8,14.550713,121.059039,34536.3,on,False,654
2026-04-04T18:05:48.500789+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.78,86.5,14.521506,121.026608,44797.9,on,False,879
2026-04-04T18:05:54.261420+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.04,83.6,14.551539,121.059649,34536.4,on,False,2131
2026-04-04T18:05:54.380819+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.76,84.9,14.522476,121.026213,44798.0,on,False,2404
2026-04-04T18:06:01.393872+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.03,82.4,14.552366,121.06026,34536.5,on,False,875
2026-04-04T18:06:01.786107+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.73,85.9,14.523213,121.025503,44798.1,on,False,636
2026-04-04T18:06:07.270143+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,75.01,79.2,14.553192,121.06087,34536.6,on,False,704
2026-04-04T18:06:07.422705+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.69,80.7,14.523992,121.025512,44798.2,on,False,1997
2026-04-04T18:06:12.974528+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.99,82.3,14.554016,121.061483,34536.7,on,False,599
2026-04-04T18:06:14.420967+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.65,83.9,14.52482,121.026167,44798.3,on,False,1175
2026-04-04T18:06:18.575003+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.97,79.4,14.554847,121.062085,34536.8,on,False,528
2026-04-04T18:06:20.596835+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.65,86.6,14.524292,121.026506,44798.4,on,False,965
2026-04-04T18:06:24.103770+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.96,82.1,14.555683,121.062682,34537.0,on,False,542
2026-04-04T18:06:26.562667+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.63,83.4,14.524253,121.025711,44798.6,on,False,543
2026-04-04T18:06:29.646893+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.94,81.0,14.556513,121.063287,34537.1,on,False,554
2026-04-04T18:06:32.106336+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.6,85.4,14.525151,121.025175,44798.7,on,False,2641
2026-04-04T18:06:35.202645+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.92,76.7,14.557346,121.063886,34537.2,on,False,672
2026-04-04T18:06:39.748890+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.58,84.1,14.526067,121.024659,44798.8,on,False,546
2026-04-04T18:06:40.875203+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.91,83.1,14.558164,121.064508,34537.3,on,False,537
2026-04-04T18:06:45.295831+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.53,79.6,14.526992,121.024161,44798.9,on,False,551
2026-04-04T18:06:46.413110+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.89,85.1,14.558992,121.065116,34537.4,on,False,464
2026-04-04T18:06:50.847449+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.5,81.4,14.527925,121.02368,44799.0,on,False,902
2026-04-04T18:06:51.877657+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.87,83.9,14.559829,121.065709,34537.5,on,False,563
2026-04-04T18:06:56.750076+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.48,80.6,14.528853,121.023188,44799.1,on,False,1743
2026-04-04T18:06:57.441439+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.85,78.1,14.560668,121.066301,34537.6,on,False,1144
2026-04-04T18:07:03.495218+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.46,87.7,14.529779,121.02269,44799.3,on,False,2812
2026-04-04T18:07:03.586489+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.83,84.7,14.561427,121.066986,34537.8,on,False,2826
2026-04-04T18:07:11.413170+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.8,83.4,14.561836,121.067939,34537.9,on,False,1597
2026-04-04T18:07:11.315653+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.42,79.7,14.530702,121.022189,44799.4,on,False,1718
2026-04-04T18:07:18.010979+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.78,84.4,14.562626,121.068592,34538.0,on,False,738
2026-04-04T18:07:18.033932+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.38,83.7,14.531623,121.021682,44799.5,on,False,723
2026-04-04T18:07:23.757828+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.34,82.3,14.532544,121.021177,44799.6,on,False,473
2026-04-04T18:07:23.749505+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.76,77.8,14.563471,121.069174,34538.1,on,False,1783
2026-04-04T18:07:29.231109+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.31,79.1,14.533467,121.020676,44799.7,on,False,628
2026-04-04T18:07:30.533204+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.75,84.0,14.564329,121.069733,34538.2,on,False,580
2026-04-04T18:07:34.860198+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.29,84.3,14.534391,121.020174,44799.8,on,False,743
2026-04-04T18:07:36.114285+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.73,84.7,14.565252,121.070169,34538.3,on,False,433
2026-04-04T18:07:40.616535+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.26,80.7,14.535313,121.019671,44800.0,on,False,1795
2026-04-04T18:07:41.547585+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.72,86.1,14.566235,121.070418,34538.4,on,False,951
2026-04-04T18:07:47.411921+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.26,81.3,14.536235,121.019166,44800.1,on,False,841
2026-04-04T18:07:47.499096+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.71,86.3,14.567248,121.070478,34538.5,on,False,862
2026-04-04T18:07:53.253445+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.24,88.0,14.537156,121.01866,44800.2,on,False,469
2026-04-04T18:07:53.361407+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.68,83.9,14.568248,121.070657,34538.7,on,False,462
2026-04-04T18:07:58.824159+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.63,84.4,14.569225,121.070938,34538.8,on,False,1772
2026-04-04T18:07:58.722807+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.23,82.0,14.538076,121.018153,44800.3,on,False,1874
2026-04-04T18:08:05.535443+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.35,78.0,14.502523,121.015933,48817.7,on,False,823
2026-04-04T18:08:05.596863+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.21,86.0,14.538997,121.017646,44800.4,on,False,862
2026-04-04T18:08:05.596229+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.61,81.4,14.570195,121.071246,34538.9,on,False,864
2026-04-04T18:08:11.459383+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.17,85.0,14.539922,121.017149,44800.5,on,False,1482
2026-04-04T18:08:11.460470+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.58,83.6,14.571176,121.071514,34539.0,on,False,1693
2026-04-04T18:08:11.359023+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.34,82.2,14.50211,121.014978,48817.8,on,False,1892
2026-04-04T18:08:17.941905+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.15,85.1,14.54085,121.016655,44800.6,on,False,860
2026-04-04T18:08:18.251414+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.32,82.9,14.502042,121.013989,48817.9,on,False,762
2026-04-04T18:08:18.154392+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.56,84.3,14.572161,121.071769,34539.1,on,False,1366
2026-04-04T18:08:24.013699+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.3,79.8,14.50272,121.013214,48818.1,on,False,551
2026-04-04T18:08:24.520920+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.54,82.4,14.573144,121.072032,34539.2,on,False,977
2026-04-04T18:08:23.802699+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.12,85.5,14.541781,121.016171,44800.8,on,False,2095
2026-04-04T18:08:29.565910+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.29,82.4,14.502795,121.012298,48818.2,on,False,654
2026-04-04T18:08:30.499125+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.53,83.2,14.574127,121.072296,34539.3,on,False,1273
2026-04-04T18:08:30.898061+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.09,84.5,14.542719,121.015699,44800.9,on,False,1065
2026-04-04T18:08:35.220392+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.27,77.2,14.502289,121.011393,48818.3,on,False,854
2026-04-04T18:08:36.772997+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.5,79.5,14.575109,121.072565,34539.4,on,False,544
2026-04-04T18:08:36.964075+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.07,86.3,14.543649,121.015211,44801.0,on,False,757
2026-04-04T18:08:41.075159+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.26,82.2,14.50178,121.010488,48818.4,on,False,807
2026-04-04T18:08:42.721769+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.04,83.9,14.544573,121.01471,44801.1,on,False,734
2026-04-04T18:08:42.318074+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.5,80.7,14.57609,121.072836,34539.6,on,False,1172
2026-04-04T18:08:46.883067+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.23,78.9,14.50127,121.009584,48818.5,on,False,642
2026-04-04T18:08:48.456165+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,84.02,84.9,14.545499,121.014215,44801.2,on,False,502
2026-04-04T18:08:48.491335+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.49,83.7,14.577037,121.073212,34539.7,on,False,467
2026-04-04T18:08:52.525260+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.19,80.8,14.500759,121.00868,48818.6,on,False,756
2026-04-04T18:08:53.959073+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,83.99,82.6,14.546424,121.013715,44801.3,on,False,557
2026-04-04T18:08:53.959413+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.46,84.5,14.577923,121.073722,34539.8,on,False,570
2026-04-04T18:08:58.282478+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.18,80.6,14.500247,121.007777,48818.7,on,False,447
2026-04-04T18:08:59.517030+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,83.95,84.0,14.547346,121.013213,44801.5,on,False,554
2026-04-04T18:08:59.529935+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.43,83.6,14.578762,121.074313,34539.9,on,False,562
2026-04-04T18:09:03.730169+00:00,fleet,TRK-004,ana,TRK-004-1,eb913743,91.17,81.9,14.499732,121.006876,48818.8,on,False,449
2026-04-04T18:09:05.092853+00:00,fleet,TRK-002,maria,TRK-002-1,036dacc3,74.41,82.0,14.57961,121.07489,34540.0,on,False,526
2026-04-04T18:09:05.071958+00:00,fleet,TRK-003,roberto,TRK-003-1,0edf495f,83.93,82.7,14.548275,121.012722,44801.6,on,False,564
