id,timestamp,truck_id,driver_id,trip_id,fuel_level,lat,lon,speed,speed_kmph,odometer_km,engine_status,anomaly_flag,anomaly_score,model_source,fuel_delta,odometer_delta,delta_time_sec,fuel_per_km,fuel_rate_per_hour,record_origin
4a005330-9381-4e58-ac23-4c006bb17b45,2026-04-04 03:18:15.194561+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,679c39ad-074c-49bb-8c7f-a0f03924a325,79.56,14.595351,120.985633,75.9,75.9,50859.6,on,False,,,-0.009999999999990905,0.09999999999854481,8.493784,0.10000000000136425,4.238393629973079,live_supabase
a5a6f74b-970a-4a97-bcb6-dccc4702c89a,2026-04-04 03:18:24.261657+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,679c39ad-074c-49bb-8c7f-a0f03924a325,79.56,14.594766,120.985891,58.6,58.6,50859.7,on,False,,,0.0,0.09999999999854481,9.067096,-0.0,-0.0,live_supabase
8e992ce4-1627-470e-94dc-ed08c507e33d,2026-04-04 07:44:08.625570+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.68,14.5995,120.9842,0.0,0.0,44502.5,on,False,,,,,,0.0,0.0,live_supabase
2e4f4929-32cc-4bb0-9252-22a015deef71,2026-04-04 07:44:17.109921+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.65,14.598533,120.984611,77.5,77.5,44502.6,on,False,,,-0.030000000000001137,0.09999999999854481,8.484351,0.30000000000437693,12.72931777575021,live_supabase
253d453f-3fe9-4aa8-89ae-0ce664095cc0,2026-04-04 07:44:24.096091+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.65,14.597482,120.985018,89.1,89.1,44502.7,on,False,,,0.0,0.09999999999854481,6.98617,-0.0,-0.0,live_supabase
3e6e1304-d193-4b95-8872-fc4f895e032e,2026-04-04 07:44:32.200533+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.61,14.596661,120.985344,73.3,73.3,44502.8,on,False,,,-0.04000000000000625,0.10000000000582077,8.104442,0.3999999999767795,17.76803387574647,live_supabase
1aa726c6-30b9-42bf-a37f-c2bb14b3ed39,2026-04-04 07:44:38.586593+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.61,14.596051,120.98554,55.8,55.8,44502.9,on,False,,,0.0,0.09999999999854481,6.38606,-0.0,-0.0,live_supabase
294d1892-e2c3-4fd1-b062-bc8a7250135c,2026-04-04 07:44:47.590750+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.59,14.595119,120.98594,78.4,78.4,44503.0,on,False,,,-0.01999999999999602,0.09999999999854481,9.004157,0.2000000000028706,7.996306594830108,live_supabase
0adde6a5-28a4-4891-b656-9a6eebccc644,2026-04-04 07:44:55.642460+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.58,14.594425,120.986179,58.0,58.0,44503.1,on,False,,,-0.010000000000005116,0.09999999999854481,8.05171,0.10000000000150636,4.471099927843702,live_supabase
1e4ea5f2-1871-4d19-a68d-58233980365a,2026-04-04 07:45:02.398540+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.58,14.593789,120.9864,56.5,56.5,44503.2,on,False,,,0.0,0.09999999999854481,6.75608,-0.0,-0.0,live_supabase
526f75e1-2171-468a-a50f-a6992e60cd73,2026-04-04 07:45:10.330747+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.56,14.592909,120.986758,77.9,77.9,44503.3,on,False,,,-0.01999999999999602,0.10000000000582077,7.932207,0.1999999999883187,9.076918945759443,live_supabase
865f4c82-5ae1-4d01-b317-ff851773e262,2026-04-04 07:45:17.729914+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.53,14.592225,120.987029,62.4,62.4,44503.4,on,False,,,-0.030000000000001137,0.09999999999854481,7.399167,0.30000000000437693,14.596237657563897,live_supabase
fd092165-f912-4e51-a1f5-d4c326a2fa9f,2026-04-04 07:45:24.113075+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.51,14.591326,120.987353,80.2,80.2,44503.5,on,False,,,-0.01999999999999602,0.09999999999854481,6.383161,0.2000000000028706,11.279677889996144,live_supabase
ab57116f-835e-48ca-aa80-21e66631951a,2026-04-04 07:45:31.567983+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.49,14.590594,120.987551,56.0,56.0,44503.6,on,False,,,-0.020000000000010232,0.09999999999854481,7.454908,0.2000000000030127,9.658066873533093,live_supabase
1c853ddd-a997-48e6-bc79-a1bdc99f31f0,2026-04-04 07:45:39.163266+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.47,14.589651,120.987899,79.4,79.4,44503.7,on,False,,,-0.01999999999999602,0.09999999999854481,7.595283,0.2000000000028706,9.479567779105224,live_supabase
a60bf441-0b3c-4932-96de-9f5ec13e3def,2026-04-04 07:45:45.429115+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.45,14.588909,120.988199,64.2,64.2,44503.8,on,False,,,-0.01999999999999602,0.10000000000582077,6.265849,0.1999999999883187,11.490861015001427,live_supabase
4b8c8d8c-1df3-404a-876f-9d32052ff9b1,2026-04-04 07:45:51.885637+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.43,14.588095,120.988562,67.8,67.8,44503.8,on,False,,,-0.01999999999999602,0.0,6.456522,0.0,11.151514700946683,live_supabase
ba19d7c9-979d-49bf-aeaf-ba6846da3515,2026-04-04 07:46:00.294338+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.42,14.58726,120.989026,79.2,79.2,44504.0,on,False,,,-0.010000000000005116,0.19999999999708962,8.408701,0.05000000000075318,4.281279593604103,live_supabase
76c54f34-f385-4c07-8a91-e2600b0d76ee,2026-04-04 07:46:07.044928+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.38,14.586395,120.989381,72.1,72.1,44504.1,on,False,,,-0.04000000000000625,0.09999999999854481,6.75059,0.4000000000058833,21.331468804952234,live_supabase
056d21cc-7f95-4381-ba24-52263e37ce06,2026-04-04 07:46:13.580377+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.36,14.585387,120.989672,82.3,82.3,44504.2,on,False,,,-0.01999999999999602,0.09999999999854481,6.535449,0.2000000000028706,11.016840617987484,live_supabase
3724832d-c04f-4e7f-8484-9475e0549dee,2026-04-04 07:46:20.477996+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.36,14.584554,120.989915,63.3,63.3,44504.3,on,False,,,0.0,0.10000000000582077,6.897619,-0.0,-0.0,live_supabase
521dd97b-263e-4a31-a289-575b2546e362,2026-04-04 07:46:27.164623+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.34,14.583874,120.990139,60.1,60.1,44504.3,on,False,,,-0.01999999999999602,0.0,6.686627,0.0,10.767760785817076,live_supabase
7bed7571-6fee-4da9-8f24-51ed932e444a,2026-04-04 07:46:33.631774+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.31,14.582995,120.990489,76.2,76.2,44504.4,on,False,,,-0.030000000000001137,0.09999999999854481,6.467151,0.30000000000437693,16.69978016595006,live_supabase
f1c76fe6-5bd0-467e-8326-9eb3310694ec,2026-04-04 07:46:40.536346+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.31,14.582119,120.990757,68.9,68.9,44504.5,on,False,,,0.0,0.09999999999854481,6.904572,-0.0,-0.0,live_supabase
c391ade9-6794-4d25-b09b-187fe402f3b2,2026-04-04 07:46:49.064760+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.3,14.581336,120.991048,63.5,63.5,44504.6,on,False,,,-0.010000000000005116,0.09999999999854481,8.528414,0.10000000000150636,4.221183446302961,live_supabase
c4aee802-4e4e-4b04-9ac6-f65e3db7db0f,2026-04-04 07:46:57.005358+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.28,14.580417,120.991409,77.9,77.9,44504.7,on,False,,,-0.01999999999999602,0.09999999999854481,7.940598,0.2000000000028706,9.067327171075236,live_supabase
42f0ed30-43c2-4edc-97a1-533f6f75d14f,2026-04-04 07:47:03.666091+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.27,14.579558,120.9917,78.0,78.0,44504.8,on,False,,,-0.010000000000005116,0.10000000000582077,6.660733,0.0999999999942304,5.404810551634244,live_supabase
7674deba-9a75-4f6e-b2d2-3dec0753a10f,2026-04-04 07:47:11.122679+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.24,14.578724,120.991975,71.6,71.6,44504.9,on,False,,,-0.030000000000001137,0.09999999999854481,7.456588,0.30000000000437693,14.483836306901239,live_supabase
a23feea4-3a7f-40fd-846b-3cb9f6d9229d,2026-04-04 07:47:17.900550+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.23,14.578068,120.992197,58.0,58.0,44505.0,on,False,,,-0.009999999999990905,0.09999999999854481,6.777871,0.10000000000136425,5.3114023562807935,live_supabase
76596552-c997-43f7-a255-aa08150ce298,2026-04-04 07:47:25.791086+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.21,14.577028,120.992692,89.7,89.7,44505.2,on,False,,,-0.020000000000010232,0.19999999999708962,7.890536,0.10000000000150636,9.124855396393455,live_supabase
885338ff-fd61-4775-b5c5-0df37ed48046,2026-04-04 07:47:33.001364+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.18,14.576218,120.99299,67.9,67.9,44505.2,on,False,,,-0.029999999999986926,0.0,7.210278,0.0,14.978618022765964,live_supabase
d981826f-af2b-4108-b9a2-af5b90fa14fa,2026-04-04 07:47:40.789141+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.16,14.575308,120.99332,71.9,71.9,44505.3,on,False,,,-0.020000000000010232,0.10000000000582077,7.787777,0.1999999999884608,9.24525702264418,live_supabase
38762166-d3ba-4e0b-86d8-6e30653f39b1,2026-04-04 07:47:47.188446+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.16,14.574428,120.993544,72.4,72.4,44505.4,on,False,,,0.0,0.09999999999854481,6.399305,-0.0,-0.0,live_supabase
1f30da4f-b958-4e73-9c78-14f557cc0146,2026-04-04 07:47:53.870922+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.13,14.573596,120.993848,68.1,68.1,44505.5,on,False,,,-0.030000000000001137,0.09999999999854481,6.682476,0.30000000000437693,16.161674205789005,live_supabase
8d61a8c1-4e33-4576-aa33-2a1e70eb0928,2026-04-04 07:48:01.779505+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.13,14.572762,120.99404,65.8,65.8,44505.6,on,False,,,0.0,0.09999999999854481,7.908583,-0.0,-0.0,live_supabase
ea3adefb-a65c-43f3-bbc4-66d4ef263d6b,2026-04-04 07:48:08.383560+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.09,14.572176,120.994304,56.0,56.0,44505.7,on,False,,,-0.03999999999999204,0.09999999999854481,6.604055,0.4000000000057412,21.804785090368167,live_supabase
fa8a8f8a-143f-4568-922a-5fba0b686ae3,2026-04-04 07:48:16.331715+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.07,14.571496,120.994523,56.3,56.3,44505.8,on,False,,,-0.020000000000010232,0.10000000000582077,7.948155,0.1999999999884608,9.05870607707535,live_supabase
10f2ecd4-22c0-4433-b2f1-258ebc6ed174,2026-04-04 07:48:23.704418+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.06,14.570671,120.994893,75.4,75.4,44505.9,on,False,,,-0.009999999999990905,0.09999999999854481,7.372703,0.10000000000136425,4.88287674140234,live_supabase
d2a540b0-415f-4fa6-9100-5bf48ea0f494,2026-04-04 07:48:31.209755+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.04,14.569945,120.995175,60.6,60.6,44506.0,on,False,,,-0.01999999999999602,0.09999999999854481,7.505337,0.2000000000028706,9.593173497737101,live_supabase
ced3f721-1534-406d-9c26-93a1906d5017,2026-04-04 07:48:37.965064+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,71.01,14.569028,120.995629,77.2,77.2,44506.1,on,False,,,-0.030000000000001137,0.09999999999854481,6.755309,0.30000000000437693,15.98742559370772,live_supabase
338ce988-9656-4231-b00c-763b33a2b83c,2026-04-04 07:48:45.718448+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.99,14.568176,120.995967,73.8,73.8,44506.2,on,False,,,-0.020000000000010232,0.09999999999854481,7.753384,0.2000000000030127,9.286267776758747,live_supabase
5fc3e1d2-2d75-4102-b395-e27604e2d6c6,2026-04-04 07:48:52.285176+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.98,14.567148,120.996303,87.3,87.3,44506.3,on,False,,,-0.009999999999990905,0.10000000000582077,6.566728,0.09999999999408829,5.482182298393852,live_supabase
b29bdb6a-dea4-4117-ab2b-33db0c3f64e5,2026-04-04 07:48:59.916195+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.96,14.566292,120.996622,68.9,68.9,44506.4,on,False,,,-0.020000000000010232,0.09999999999854481,7.631019,0.2000000000030127,9.435175040192775,live_supabase
3e2cbea6-8466-4a8b-a390-4b0aae1701e4,2026-04-04 07:49:06.562719+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.95,14.565483,120.996904,68.7,68.7,44506.5,on,False,,,-0.009999999999990905,0.09999999999854481,6.646524,0.10000000000136425,5.4163650052218655,live_supabase
69198de2-e08b-4ade-be0d-241f2eff788e,2026-04-04 07:49:15.289766+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.93,14.56472,120.997182,59.4,59.4,44506.6,on,False,,,-0.01999999999999602,0.09999999999854481,8.727047,0.2000000000028706,8.250213388330058,live_supabase
990b6dbc-2c3f-4d41-8bb3-e4459731f6f2,2026-04-04 07:49:24.965730+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.92,14.563847,120.997428,75.8,75.8,44506.7,on,False,,,-0.010000000000005116,0.09999999999854481,9.675964,0.10000000000150636,3.720559522546634,live_supabase
dc4fde69-f985-41a5-b9be-f860da6d1a24,2026-04-04 07:49:32.474702+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.91,14.56311,120.997729,72.7,72.7,44506.8,on,False,,,-0.010000000000005116,0.10000000000582077,7.508972,0.0999999999942304,4.794264780853946,live_supabase
1209dd97-bcc1-4284-98ad-a91d7b30b03a,2026-04-04 07:49:40.651023+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.89,14.562075,120.998127,87.1,87.1,44506.9,on,False,,,-0.01999999999999602,0.09999999999854481,8.176321,0.2000000000028706,8.805916499607301,live_supabase
dd77d3f8-29f4-4acb-ab1f-4204b49ed296,2026-04-04 07:49:47.635488+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.88,14.561092,120.998401,80.6,80.6,44507.0,on,False,,,-0.010000000000005116,0.09999999999854481,6.984465,0.10000000000150636,5.154295998336082,live_supabase
12aa376f-5f2a-4cfb-83fc-ab4c6681b8b0,2026-04-04 07:49:54.156407+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.83,14.560098,120.998745,78.8,78.8,44507.1,on,False,,,-0.04999999999999716,0.09999999999854481,6.520919,0.5000000000072475,27.603471228516987,live_supabase
0960f435-e590-4c49-b613-ee33310ac897,2026-04-04 07:50:02.296975+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.81,14.559399,120.999058,65.3,65.3,44507.2,on,False,,,-0.01999999999999602,0.09999999999854481,8.140568,0.2000000000028706,8.844591679596027,live_supabase
8aa50362-29d9-46e7-993b-5aacbd664d58,2026-04-04 07:50:09.369633+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.81,14.55851,120.999352,74.3,74.3,44507.3,on,False,,,0.0,0.10000000000582077,7.072658,-0.0,-0.0,live_supabase
3bcecbc4-1c27-489b-aa94-8f3a8b68a1b8,2026-04-04 07:50:17.487550+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.78,14.557558,120.999724,89.0,89.0,44507.4,on,False,,,-0.030000000000001137,0.09999999999854481,8.117917,0.30000000000437693,13.303905423029589,live_supabase
11351d3a-853d-4ba9-b614-5d425ef4ff01,2026-04-04 07:50:24.027782+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.78,14.556824,120.999939,60.8,60.8,44507.5,on,False,,,0.0,0.09999999999854481,6.540232,-0.0,-0.0,live_supabase
da4a736c-1f13-48dd-9a90-5e95649f00af,2026-04-04 07:50:31.778623+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.77,14.556136,121.000193,63.8,63.8,44507.6,on,False,,,-0.010000000000005116,0.09999999999854481,7.750841,0.10000000000150636,4.6446572700973245,live_supabase
a91bf8bc-30c6-4b4e-bfc9-6c3746639459,2026-04-04 07:50:38.890974+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.76,14.555131,121.000508,85.4,85.4,44507.7,on,False,,,-0.009999999999990905,0.09999999999854481,7.112351,0.10000000000136425,5.0616174595386605,live_supabase
d1f40b21-01af-49b3-9db6-db8588a9a501,2026-04-04 07:50:48.824049+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.74,14.55431,121.000724,65.2,65.2,44507.8,on,False,,,-0.020000000000010232,0.10000000000582077,9.933075,0.1999999999884608,7.2485106575795335,live_supabase
0f276935-ef02-40c5-a7c6-94d58a8d149d,2026-04-04 07:51:05.753839+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.71,14.55332,121.001151,87.3,87.3,44508.0,on,False,,,-0.030000000000001137,0.19999999999708962,16.92979,0.15000000000218847,6.379287634400904,live_supabase
e536ce7b-5cc8-4bf3-af6d-2429bbd212b2,2026-04-04 07:51:12.613123+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.68,14.552298,121.001503,86.6,86.6,44508.1,on,False,,,-0.029999999999986926,0.09999999999854481,6.859284,0.3000000000042348,15.745083597639775,live_supabase
bc51d025-4c47-4f79-a621-1c5c740f78ee,2026-04-04 07:51:19.515798+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.66,14.551452,121.00179,72.8,72.8,44508.2,on,False,,,-0.020000000000010232,0.09999999999854481,6.902675,0.2000000000030127,10.430738807786378,live_supabase
b0f8c846-ef2b-462b-a93e-29f70b06265a,2026-04-04 07:51:27.115616+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.64,14.550414,121.002225,85.2,85.2,44508.3,on,False,,,-0.01999999999999602,0.10000000000582077,7.599818,0.1999999999883187,9.47391108576359,live_supabase
96e4c2b5-79f0-48e6-abec-b08f9b461ebb,2026-04-04 07:51:34.023109+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.64,14.549732,121.002439,57.4,57.4,44508.4,on,False,,,0.0,0.09999999999854481,6.907493,-0.0,-0.0,live_supabase
fd4e8fb1-ed98-4899-89c9-9e83055ee9b0,2026-04-04 07:51:41.733363+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.61,14.548899,121.002772,71.8,71.8,44508.5,on,False,,,-0.030000000000001137,0.09999999999854481,7.710254,0.30000000000437693,14.007320640799135,live_supabase
3c363542-28a2-41c2-a169-7fd480017c7c,2026-04-04 07:51:49.018982+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.6,14.548151,121.00297,55.8,55.8,44508.5,on,False,,,-0.010000000000005116,0.0,7.285619,0.0,4.941241094273311,live_supabase
