id,truck_id,driver_id,trip_id,timestamp,fuel_level,lat,lon,speed,odometer_km,engine_status,anomaly_flag,anomaly_score,model_source,created_at
dce0adf7-74ba-424a-aaa4-487fa40632e7,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,33333333-0000-0000-0000-000000000002,2026-04-03T02:10:20.38+00:00,73.0,14.08,121.18,68.0,32314.6,on,,,,2026-04-04T03:10:20.341271+00:00
774a0f61-6b0b-49a4-830f-08e02f0695c9,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,c6e2b21f-7a1c-46ab-a420-60b03a83c73f,2026-04-04T03:15:14.272427+00:00,87.32,14.5995,120.9842,0.0,56189.7,on,False,,,2026-04-04T03:15:14.272427+00:00
98ffc378-6921-4fc7-807e-3bc15622586f,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,02db1c31-8bfe-4fe5-9c88-9139b2e06669,2026-04-04T03:15:14.760835+00:00,70.13,14.5995,120.9842,0.0,43850.3,on,False,,,2026-04-04T03:15:14.760835+00:00
e6489f5d-ea40-462f-8e3b-e91860f430b0,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:55:22.515776+00:00,75.86,14.577219,121.059433,70.9,26354.3,on,False,,,2026-04-04T07:55:22.515776+00:00
0e7e9e92-9a8a-4c2c-9b86-128f636c6409,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,c6e2b21f-7a1c-46ab-a420-60b03a83c73f,2026-04-04T03:15:21.163273+00:00,87.3,14.598722,120.984573,72.3,56189.8,on,False,,,2026-04-04T03:15:21.163273+00:00
474c0300-272e-49f1-bc22-66afb63bec81,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,02db1c31-8bfe-4fe5-9c88-9139b2e06669,2026-04-04T03:15:21.538453+00:00,70.1,14.599366,120.98481,57.2,43850.4,on,False,,,2026-04-04T03:15:21.538453+00:00
b2231857-d5d0-4179-a205-56566cd2306a,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:55:29.425288+00:00,70.08,14.522266,121.012045,89.0,44511.5,on,False,,,2026-04-04T07:55:29.425288+00:00
daa3814f-f1cc-46ca-911c-ae1652e3f673,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,c6e2b21f-7a1c-46ab-a420-60b03a83c73f,2026-04-04T03:15:28.463858+00:00,87.27,14.597994,120.984784,55.9,56189.9,on,False,,,2026-04-04T03:15:28.463858+00:00
cbb9d53f-a988-42d9-b3b2-787b8b0ba552,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,02db1c31-8bfe-4fe5-9c88-9139b2e06669,2026-04-04T03:15:28.656669+00:00,70.07,14.599078,120.985691,76.8,43850.5,on,False,,,2026-04-04T03:15:28.656669+00:00
e4a5d143-7779-4dbf-84a6-b263d402eef3,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:30:39.708359+00:00,75.64,14.585228,121.031722,85.3,59249.6,on,False,,,2026-04-04T08:30:39.708359+00:00
e23946ae-bf34-490c-bb5a-c8ced1b4c1cb,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,c6e2b21f-7a1c-46ab-a420-60b03a83c73f,2026-04-04T03:15:34.729498+00:00,87.26,14.597186,120.985089,64.2,56190.0,on,False,,,2026-04-04T03:15:34.729498+00:00
d541fc9c-7c24-49bb-adb1-61b75619ad1e,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,02db1c31-8bfe-4fe5-9c88-9139b2e06669,2026-04-04T03:15:34.939538+00:00,70.04,14.598875,120.98638,61.2,43850.6,on,False,,,2026-04-04T03:15:34.939538+00:00
e301aaf1-1f51-4a56-89af-6e73e5554f2d,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:57:16.405428+00:00,75.56,14.572804,121.07382,64.3,26355.9,on,False,,,2026-04-04T07:57:16.405428+00:00
15d038eb-a97a-44e1-8b89-1df416d45552,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,c6e2b21f-7a1c-46ab-a420-60b03a83c73f,2026-04-04T03:15:41.890253+00:00,87.24,14.596469,120.985427,64.7,56190.1,on,False,,,2026-04-04T03:15:41.890253+00:00
7016033f-017b-4059-8a23-a7670f87892a,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,02db1c31-8bfe-4fe5-9c88-9139b2e06669,2026-04-04T03:15:42.009589+00:00,70.01,14.598615,120.987314,82.2,43850.7,on,False,,,2026-04-04T03:15:42.009589+00:00
20792e8e-8d28-4c49-a25c-ee5439e404be,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:30:53.516594+00:00,75.58,14.58482,121.033413,62.1,59249.8,on,False,,,2026-04-04T08:30:53.516594+00:00
cb87167e-91df-488e-825b-803c7c396398,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,c6e2b21f-7a1c-46ab-a420-60b03a83c73f,2026-04-04T03:15:49.002246+00:00,87.22,14.595455,120.985774,88.2,56190.2,on,False,,,2026-04-04T03:15:49.002246+00:00
9c9b9960-00e7-4ce0-b39d-a8e06a9ea2df,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,02db1c31-8bfe-4fe5-9c88-9139b2e06669,2026-04-04T03:15:49.20548+00:00,70.01,14.59834,120.988225,75.1,43850.8,on,False,,,2026-04-04T03:15:49.20548+00:00
90fcc071-2d77-407d-b8e7-067de5f86f03,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:57:52.814958+00:00,75.45,14.571738,121.077946,77.5,26356.4,on,False,,,2026-04-04T07:57:52.814958+00:00
f87cdc8c-a07a-41c9-b384-7ae90df9f97e,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,c6e2b21f-7a1c-46ab-a420-60b03a83c73f,2026-04-04T03:15:56.2983+00:00,87.2,14.594777,120.986012,58.0,56190.3,on,False,,,2026-04-04T03:15:56.2983+00:00
f93d8be1-6b74-4d0c-9c37-dedfae8d5fbf,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,02db1c31-8bfe-4fe5-9c88-9139b2e06669,2026-04-04T03:15:56.488872+00:00,69.99,14.598114,120.989017,60.3,43850.9,on,False,,,2026-04-04T03:15:56.488872+00:00
a3da3b2b-cdbb-4827-8ac7-a30b8c3ebc73,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:57:59.733057+00:00,69.73,14.504888,121.018328,85.9,44513.6,on,False,,,2026-04-04T07:57:59.733057+00:00
52afd97a-8be8-4776-8c6b-b23bd413b3a5,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,c6e2b21f-7a1c-46ab-a420-60b03a83c73f,2026-04-04T03:16:02.590355+00:00,87.16,14.593829,120.986329,85.5,56190.4,on,False,,,2026-04-04T03:16:02.590355+00:00
80b75943-24ff-4760-901a-c07e025514de,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,02db1c31-8bfe-4fe5-9c88-9139b2e06669,2026-04-04T03:16:02.725083+00:00,69.99,14.598007,120.989724,57.4,43851.0,on,False,,,2026-04-04T03:16:02.725083+00:00
fde685e5-70fe-4016-88f2-8e787d7e1d0d,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:58:00.64281+00:00,75.43,14.57143,121.078994,89.2,26356.5,on,False,,,2026-04-04T07:58:00.64281+00:00
7c6ff3cf-dc3e-4ab6-bb5a-a1a3f22d3408,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,c6e2b21f-7a1c-46ab-a420-60b03a83c73f,2026-04-04T03:16:09.656173+00:00,87.14,14.592909,120.98665,78.5,56190.5,on,False,,,2026-04-04T03:16:09.656173+00:00
343a1f89-6735-4911-9479-eb54cfada9cd,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,02db1c31-8bfe-4fe5-9c88-9139b2e06669,2026-04-04T03:16:09.869622+00:00,69.96,14.597821,120.990484,64.2,43851.0,on,False,,,2026-04-04T03:16:09.869622+00:00
eb058cd1-db2e-4d25-8a92-ea1cf8f6c80a,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:31:00.824951+00:00,80.9,14.54954,121.002267,57.7,26397.4,on,False,,,2026-04-04T08:31:00.824951+00:00
778d009b-f2e0-4b0d-b5bf-074070f9cdcf,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:26:33.590488+00:00,81.69,14.581131,120.990863,60.6,26393.7,on,False,,,2026-04-04T08:26:33.590488+00:00
11cd4421-85ff-4107-b86b-2d18ba2124c8,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:26:34.315581+00:00,76.24,14.593967,121.002424,59.4,59246.3,on,False,,,2026-04-04T08:26:34.315581+00:00
42651530-cf02-4efb-a928-4eed2e1faca3,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,679c39ad-074c-49bb-8c7f-a0f03924a325,2026-04-04T03:17:29.298926+00:00,79.6,14.5995,120.9842,0.0,50859.2,on,False,,,2026-04-04T03:17:29.298926+00:00
dfe3acbc-b8d9-4e82-a963-20680d92e25a,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,61cfa6d1-d939-49fd-9097-f89212cfbced,2026-04-04T03:17:30.519064+00:00,90.04,14.5995,120.9842,0.0,58849.9,on,False,,,2026-04-04T03:17:30.519064+00:00
dd89ed8f-63a9-45d5-b2a7-7e193f677439,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,679c39ad-074c-49bb-8c7f-a0f03924a325,2026-04-04T03:17:39.425351+00:00,79.59,14.598817,120.984448,58.7,50859.2,on,False,,,2026-04-04T03:17:39.425351+00:00
26a636ae-2b67-4137-a2a3-6432b9fa5583,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,61cfa6d1-d939-49fd-9097-f89212cfbced,2026-04-04T03:17:40.249033+00:00,90.02,14.59931,120.984966,59.5,58850.0,on,False,,,2026-04-04T03:17:40.249033+00:00
3d3c3347-0a95-469a-970b-d8e165d352b6,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:26:41.172237+00:00,81.67,14.580254,120.991107,69.8,26393.8,on,False,,,2026-04-04T08:26:41.172237+00:00
85e6c9f6-ee0c-4da0-acc8-2836eea8096e,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:26:41.939872+00:00,76.21,14.593523,121.003518,89.7,59246.4,on,False,,,2026-04-04T08:26:41.939872+00:00
5872991c-d10c-46b8-aff1-05147f4c2f5f,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,679c39ad-074c-49bb-8c7f-a0f03924a325,2026-04-04T03:17:48.690427+00:00,79.58,14.598026,120.984711,69.7,50859.3,on,False,,,2026-04-04T03:17:48.690427+00:00
d50fe9b1-9dfa-4900-8c0f-c2ea82185d11,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,61cfa6d1-d939-49fd-9097-f89212cfbced,2026-04-04T03:17:49.401158+00:00,90.0,14.599102,120.985671,65.9,58850.1,on,False,,,2026-04-04T03:17:49.401158+00:00
5122ef75-dbba-42eb-84b4-f52be367c450,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,679c39ad-074c-49bb-8c7f-a0f03924a325,2026-04-04T03:18:06.700777+00:00,79.57,14.59632,120.985281,83.7,50859.5,on,False,,,2026-04-04T03:18:06.700777+00:00
c0418002-61c1-450a-90e1-31aa6507077d,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,61cfa6d1-d939-49fd-9097-f89212cfbced,2026-04-04T03:18:07.388914+00:00,89.96,14.598625,120.987681,83.8,58850.3,on,False,,,2026-04-04T03:18:07.388914+00:00
ee3db56a-fcef-4a06-a896-694abc923ee5,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,61cfa6d1-d939-49fd-9097-f89212cfbced,2026-04-04T03:18:16.120557+00:00,89.94,14.59831,120.988711,82.5,58850.4,on,False,,,2026-04-04T03:18:16.120557+00:00
a5a6f74b-970a-4a97-bcb6-dccc4702c89a,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,679c39ad-074c-49bb-8c7f-a0f03924a325,2026-04-04T03:18:24.261657+00:00,79.56,14.594766,120.985891,58.6,50859.7,on,False,,,2026-04-04T03:18:24.261657+00:00
459d939f-8b52-4a6b-b282-5f7283136019,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,61cfa6d1-d939-49fd-9097-f89212cfbced,2026-04-04T03:18:24.865513+00:00,89.92,14.598004,120.989708,80.4,58850.5,on,False,,,2026-04-04T03:18:24.865513+00:00
dd77d3f8-29f4-4acb-ab1f-4204b49ed296,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:49:47.635488+00:00,70.88,14.561092,120.998401,80.6,44507.0,on,False,,,2026-04-04T07:49:47.635488+00:00
58735d4b-ee56-42ec-baec-7fee88bc07cf,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:29:48.224741+00:00,81.13,14.558397,120.998962,78.6,26396.4,on,False,,,2026-04-04T08:29:48.224741+00:00
34379507-0851-45b6-8224-9b4f6dae255e,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:49:55.184713+00:00,76.7,14.587697,121.023569,59.4,26350.1,on,False,,,2026-04-04T07:49:55.184713+00:00
8aa50362-29d9-46e7-993b-5aacbd664d58,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:50:09.369633+00:00,70.81,14.55851,120.999352,74.3,44507.3,on,False,,,2026-04-04T07:50:09.369633+00:00
41236e45-f8bc-49fe-b14b-885963267237,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:50:18.023599+00:00,76.66,14.587002,121.026023,73.4,26350.4,on,False,,,2026-04-04T07:50:18.023599+00:00
629fcfa6-d948-4cff-be30-3c8a50850828,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:50:24.71313+00:00,76.65,14.586813,121.026748,57.7,26350.5,on,False,,,2026-04-04T07:50:24.71313+00:00
da4a736c-1f13-48dd-9a90-5e95649f00af,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:50:31.778623+00:00,70.77,14.556136,121.000193,63.8,44507.6,on,False,,,2026-04-04T07:50:31.778623+00:00
cd0cb9e9-f7fb-4adb-83d7-26376cdc9f0a,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:29:55.146486+00:00,81.11,14.557387,120.999318,85.8,26396.5,on,False,,,2026-04-04T08:29:55.146486+00:00
0254abb2-5fef-4a2c-af0c-e1f306753bcb,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:56:13.062301+00:00,69.96,14.517235,121.013707,56.1,44512.1,on,False,,,2026-04-04T07:56:13.062301+00:00
732436cc-cd73-469e-ad6f-b30a5b82d31f,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:30:03.562434+00:00,75.72,14.586545,121.026957,64.6,59249.1,on,False,,,2026-04-04T08:30:03.562434+00:00
831d86d0-9024-43d0-8648-f8d9594c6de3,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:56:27.942744+00:00,69.94,14.515478,121.014365,78.0,44512.4,on,False,,,2026-04-04T07:56:27.942744+00:00
f1d24fa2-1f07-470a-b296-327ed12bf04c,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:56:48.856923+00:00,75.61,14.573892,121.070153,73.7,26355.5,on,False,,,2026-04-04T07:56:48.856923+00:00
17d39eaf-e98f-4fff-8304-0fb3bf01465c,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:56:55.937952+00:00,69.87,14.51212,121.01555,77.5,44512.8,on,False,,,2026-04-04T07:56:55.937952+00:00
3483afb2-14c8-4843-b7c5-f713e1ffce30,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:30:11.962804+00:00,75.7,14.586409,121.027668,58.9,59249.1,on,False,,,2026-04-04T08:30:11.962804+00:00
84508512-3e0e-4a94-9f10-0c19d60c4eb2,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:57:22.519047+00:00,69.81,14.509292,121.016698,60.9,44513.1,on,False,,,2026-04-04T07:57:22.519047+00:00
aa33e113-9ca1-4a6f-ba69-15666b45b9dd,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:57:23.155029+00:00,75.55,14.572586,121.074632,70.7,26356.0,on,False,,,2026-04-04T07:57:23.155029+00:00
8559b705-1a0d-4624-a919-88c62f62cef3,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:30:17.581162+00:00,81.04,14.554536,121.000324,88.5,26396.8,on,False,,,2026-04-04T08:30:17.581162+00:00
cffe0444-b075-4dea-8352-76d01d246662,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T07:57:38.671096+00:00,75.48,14.572115,121.076294,55.0,26356.2,on,False,,,2026-04-04T07:57:38.671096+00:00
1aa6a553-1f37-44a7-9bd7-9f03dc807076,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:30:25.345865+00:00,81.0,14.553543,121.000755,83.3,26396.9,on,False,,,2026-04-04T08:30:25.345865+00:00
16ba912e-4dab-48ea-b8ea-a911fb62ee54,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:30:26.384144+00:00,75.67,14.585788,121.029711,87.9,59249.4,on,False,,,2026-04-04T08:30:26.384144+00:00
4930da1d-5bdd-4745-9e7f-43d5ca2fe1a1,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T07:58:06.53529+00:00,69.71,14.504183,121.018641,66.4,44513.7,on,False,,,2026-04-04T07:58:06.53529+00:00
90080d15-2f1d-4e40-b51b-311a0de16f8a,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:30:33.456605+00:00,75.65,14.58547,121.030676,80.4,59249.5,on,False,,,2026-04-04T08:30:33.456605+00:00
b129ba57-5640-4ba3-a47b-87e208f36419,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:24:08.282795+00:00,76.61,14.5995,120.9842,0.0,59244.1,on,False,,,2026-04-04T08:24:08.282795+00:00
90d90196-884d-49c2-a4c0-ffcc57cabaad,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:24:15.211813+00:00,82.11,14.598542,120.984544,77.2,26391.7,on,False,,,2026-04-04T08:24:15.211813+00:00
b17b1998-de42-4a71-9338-86bf5afbb8c2,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:24:22.487054+00:00,82.09,14.597884,120.984836,55.4,26391.8,on,False,,,2026-04-04T08:24:22.487054+00:00
63ec01ed-42a6-4dc0-aa0a-264a53476b8e,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:30:45.427184+00:00,80.95,14.551178,121.001711,58.1,26397.2,on,False,,,2026-04-04T08:30:45.427184+00:00
cd9245d1-7b9d-490f-afed-a64b3e88d049,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:24:28.809333+00:00,82.07,14.596814,120.985257,86.8,26391.9,on,False,,,2026-04-04T08:24:28.809333+00:00
f51a6531-7620-46c7-958c-30f43dd1c17c,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:24:36.39749+00:00,82.06,14.595931,120.985559,76.6,26392.0,on,False,,,2026-04-04T08:24:36.39749+00:00
b906ffe0-b625-4413-9a21-227af4989032,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:24:37.399815+00:00,76.57,14.598639,120.987522,57.8,59244.5,on,False,,,2026-04-04T08:24:37.399815+00:00
bfa85953-dd4e-43ca-a9f7-c385ee729f30,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:24:43.456691+00:00,82.04,14.59493,120.985825,80.4,26392.1,on,False,,,2026-04-04T08:24:43.456691+00:00
b637cc31-428e-4383-970b-97a9df378056,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:24:43.953109+00:00,76.55,14.598451,120.988267,62.4,59244.6,on,False,,,2026-04-04T08:24:43.953109+00:00
471f6dfb-05c4-4178-9eda-59c43cc63710,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:30:46.758185+00:00,75.6,14.58496,121.032713,89.1,59249.7,on,False,,,2026-04-04T08:30:46.758185+00:00
5b064aae-da77-42ca-be45-4757940f62d3,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,2026-04-04T08:30:52.9296+00:00,80.92,14.550182,121.002003,82.0,26397.3,on,False,,,2026-04-04T08:30:52.9296+00:00
8382f16d-56a7-4a20-a26b-08f996e0c15a,11111111-0000-0000-0000-000000000004,22222222-0000-0000-0000-000000000005,f7e0855d-6179-4373-a3b4-036ca822304c,2026-04-04T08:24:58.655866+00:00,76.51,14.597772,120.989993,72.9,59244.8,on,False,,,2026-04-04T08:24:58.655866+00:00
