recall,precision,threshold
1.0,0.0014269546818875165,-0.16226335350955307
1.0,0.001427024899124102,-0.16222090431477687
1.0,0.0014270951232714926,-0.16200061760954104
1.0,0.0014271653543307086,-0.1618000479465604
1.0,0.0014272355923027709,-0.16161310404684254
1.0,0.0014273058371886997,-0.1615734405834694
1.0,0.0014273760889895162,-0.16017613766784417
1.0,0.0014274463477062414,-0.160060557122015
1.0,0.0014275166133398967,-0.15965778602904712
1.0,0.0014275868858915034,-0.15948588371681227
1.0,0.0014276571653620833,-0.15939819791883214
1.0,0.0014277274517526584,-0.1591581261921406
1.0,0.001427797745064251,-0.15904958387908696
1.0,0.0014278680452978827,-0.158597023782589
1.0,0.0014279383524545767,-0.15770090227782585
1.0,0.0014280086665353555,-0.1572508554579472
1.0,0.0014280789875412419,-0.15717115136503662
1.0,0.0014281493154732591,-0.15709501888783106
1.0,0.0014282196503324304,-0.1570929053022756
1.0,0.0014282899921197792,-0.15674184456231843
1.0,0.0014283603408363297,-0.1566986212876924
1.0,0.0014284306964831052,-0.15655732666237782
1.0,0.0014285010590611299,-0.15477862782660756
1.0,0.0014285714285714286,-0.15467300405377765
1.0,0.0014286418050150254,-0.1545807547879045
1.0,0.001428712188392945,-0.15450887481555053
1.0,0.0014287825787062127,-0.15404847019204898
1.0,0.0014288529759558534,-0.15355768821398663
1.0,0.0014289233801428923,-0.15307026466813556
1.0,0.0014289937912683552,-0.1529960496157406
1.0,0.0014290642093332676,-0.15270693835316057
1.0,0.0014291346343386557,-0.15254857362248053
1.0,0.0014292050662855452,-0.15249155104284884
1.0,0.001429275505174963,-0.1517509850795304
1.0,0.0014293459510079354,-0.15167545568361263
1.0,0.001429416403785489,-0.1514619096224541
1.0,0.0014294868635086509,-0.1510617791247914
1.0,0.001429557330178448,-0.15077537769441796
1.0,0.0014296278037959082,-0.15062011542268322
1.0,0.0014296982843620587,-0.15049388693318771
1.0,0.0014297687718779273,-0.15045340355426323
1.0,0.001429839266344542,-0.15042015688782068
1.0,0.0014299097677629307,-0.14991364018105074
1.0,0.0014299802761341223,-0.14981059180824302
1.0,0.001430050791459145,-0.14967973009676555
1.0,0.0014301213137390275,-0.14967459111432335
1.0,0.001430191842974799,-0.1496684476198598
1.0,0.0014302623791674887,-0.1495385610356233
1.0,0.0014303329223181258,-0.14890365503436154
1.0,0.00143040347242774,-0.14874240720225218
1.0,0.001430474029497361,-0.148645123978369
1.0,0.001430544593528019,-0.14850790775227563
1.0,0.001430615164520744,-0.14842448371068134
1.0,0.0014306857424765665,-0.14838191681775592
1.0,0.0014307563273965168,-0.14837158903697228
1.0,0.0014308269192816261,-0.1476188970579309
1.0,0.0014308975181329254,-0.14760915400949248
1.0,0.0014309681239514458,-0.14746818358612485
1.0,0.0014310387367382185,-0.14683454587927908
1.0,0.0014311093564942756,-0.14663626062311408
1.0,0.0014311799832206484,-0.14612327925672747
1.0,0.0014312506169183693,-0.1454874786972234
1.0,0.0014313212575884705,-0.1454787515276348
1.0,0.0014313919052319842,-0.14522805079547513
1.0,0.0014314625598499432,-0.14498288743466559
1.0,0.0014315332214433804,-0.14479544306085834
1.0,0.0014316038900133287,-0.14464171382414115
1.0,0.0014316745655608214,-0.1442816668972719
1.0,0.001431745248086892,-0.14427037039368618
1.0,0.0014318159375925742,-0.14413915091121116
1.0,0.0014318866340789019,-0.14371457027849371
1.0,0.001431957337546909,-0.1430827710656351
1.0,0.0014320280479976296,-0.14235441356441286
1.0,0.0014320987654320987,-0.14233033336479345
1.0,0.0014321694898513507,-0.14217437008446343
1.0,0.0014322402212564203,-0.14189399992024704
1.0,0.001432310959648343,-0.1413367072399876
1.0,0.0014323817050281536,-0.14128550562525632
1.0,0.001432452457396888,-0.141136741901287
1.0,0.0014325232167555818,-0.140872093089199
1.0,0.001432593983105271,-0.14044762120086207
1.0,0.0014326647564469914,-0.14043333402554303
1.0,0.0014327355367817795,-0.14036552603464592
1.0,0.001432806324110672,-0.13944169902273268
1.0,0.0014328771184347053,-0.1394331566844217
1.0,0.0014329479197549165,-0.13942296353969813
1.0,0.0014330187280723427,-0.13918287830596182
1.0,0.0014330895433880214,-0.1391476055250465
1.0,0.00143316036570299,-0.1391211490274023
1.0,0.0014332311950182861,-0.13826485591419563
1.0,0.0014333020313349479,-0.13788444522566495
1.0,0.0014333728746540135,-0.13782039091741388
1.0,0.0014334437249765213,-0.1378099343580786
1.0,0.0014335145823035095,-0.13774432461916608
1.0,0.0014335854466360177,-0.13751952512143856
1.0,0.0014336563179750841,-0.13751326524295587
1.0,0.0014337271963217482,-0.13747040574481317
1.0,0.0014337980816770493,-0.13745903021988465
1.0,0.0014338689740420272,-0.13744638694052624
1.0,0.0014339398734177216,-0.13734261237951906
1.0,0.0014340107798051724,-0.13687134848290639
1.0,0.0014340816932054197,-0.13655061247874706
1.0,0.0014341526136195046,-0.1364528815336271
1.0,0.0014342235410484668,-0.13636877906897732
1.0,0.0014342944754933478,-0.1357252926110209
1.0,0.0014343654169551884,-0.13571126064549355
1.0,0.00143443636543503,-0.13564601874444304
1.0,0.0014345073209339138,-0.135358400131605
1.0,0.0014345782834528815,-0.13517583744562878
1.0,0.0014346492529929752,-0.13512297372354498
1.0,0.0014347202295552368,-0.13510734876402014
1.0,0.0014347912131407086,-0.13488596134525532
1.0,0.0014348622037504328,-0.13462230917595597
1.0,0.0014349332013854528,-0.13456166766843547
1.0,0.0014350042060468108,-0.13447483407384886
1.0,0.0014350752177355504,-0.134363164984574
1.0,0.0014351462364527144,-0.13421621563835467
1.0,0.0014352172621993468,-0.13417183386496395
1.0,0.001435288294976491,-0.13381910024325921
1.0,0.001435359334785191,-0.13377915153052744
1.0,0.0014354303816264912,-0.13370857139213677
1.0,0.0014355014355014355,-0.1336063890483875
1.0,0.0014355724964110687,-0.13342243108951862
1.0,0.0014356435643564356,-0.1333583923272348
1.0,0.001435714639338581,-0.13312178132893976
1.0,0.0014357857213585503,-0.13257613053423606
1.0,0.0014358568104173887,-0.13248938059169368
1.0,0.0014359279065161417,-0.132452135922751
1.0,0.0014359990096558554,-0.13244985038048207
1.0,0.0014360701198375754,-0.13201979433873595
1.0,0.0014361412370623484,-0.1319182258130343
1.0,0.0014362123613312202,-0.13185580624561882
1.0,0.001436283492645238,-0.13152934141506023
1.0,0.0014363546310054483,-0.13145073233531523
1.0,0.001436425776412898,-0.13088668954256272
1.0,0.0014364969288686348,-0.13080430033662632
1.0,0.0014365680883737058,-0.13059234103109035
1.0,0.001436639254929159,-0.13053983034813327
1.0,0.0014367104285360416,-0.12981101943879803
1.0,0.0014367816091954023,-0.12938377562822312
1.0,0.001436852796908289,-0.12929506971650323
1.0,0.0014369239916757507,-0.12929326324874718
1.0,0.0014369951934988356,-0.12926187798625144
1.0,0.0014370664023785928,-0.12923549584634636
1.0,0.001437137618316071,-0.1290962634282734
1.0,0.0014372088413123203,-0.12882581179777192
1.0,0.0014372800713683897,-0.1287729956011216
1.0,0.0014373513084853292,-0.12848195780852084
1.0,0.0014374225526641883,-0.12847416165666592
1.0,0.0014374938039060177,-0.12834356810552267
1.0,0.0014375650622118674,-0.12828214603797433
1.0,0.001437636327582788,-0.12811509360526152
1.0,0.0014377076000198304,-0.1280992688315858
1.0,0.0014377788795240456,-0.12800739524514904
1.0,0.0014378501660964847,-0.1277794833594214
1.0,0.001437921459738199,-0.12773830175967432
1.0,0.0014379927604502405,-0.1275797110515433
1.0,0.0014380640682336607,-0.12747632914415263
1.0,0.0014381353830895116,-0.1271619131312569
1.0,0.0014382067050188454,-0.12706433981312193
1.0,0.0014382780340227148,-0.12684396018426775
1.0,0.0014383493701021724,-0.12651571779348258
1.0,0.001438420713258271,-0.12649120059294705
1.0,0.0014384920634920636,-0.12635960244028632
1.0,0.0014385634208046033,-0.12624714997055375
1.0,0.0014386347851969442,-0.12610272198858274
1.0,0.0014387061566701394,-0.1260488536569646
1.0,0.001438777535225243,-0.1260322004209834
1.0,0.0014388489208633094,-0.12602096067736757
1.0,0.0014389203135853925,-0.12593818528579637
1.0,0.001438991713392547,-0.12564031453162172
1.0,0.0014390631202858277,-0.1254033263583867
1.0,0.0014391345342662895,-0.12535154700045403
1.0,0.0014392059553349876,-0.12534583923907017
1.0,0.0014392773834929773,-0.12531697381883866
1.0,0.0014393488187413143,-0.12513730820182456
1.0,0.0014394202610810542,-0.12421673390326804
1.0,0.0014394917105132533,-0.1240746706618654
1.0,0.0014395631670389676,-0.12399873141765405
1.0,0.0014396346306592533,-0.12390119922871667
1.0,0.0014397061013751676,-0.12369616123853988
1.0,0.001439777579187767,-0.12353956681680511
1.0,0.0014398490640981083,-0.1233997345585025
1.0,0.0014399205561072494,-0.12312447011984584
1.0,0.0014399920552162471,-0.12286332766595598
1.0,0.0014400635614261596,-0.12252260508056667
1.0,0.0014401350747380445,-0.12224807227780654
1.0,0.0014402065951529598,-0.12222851740055019
1.0,0.0014402781226719643,-0.12214330945701257
1.0,0.001440349657296116,-0.12200127730936894
1.0,0.001440421199026474,-0.12151162613762712
1.0,0.0014404927478640969,-0.12144198286480945
1.0,0.0014405643038100443,-0.12075144908511481
1.0,0.001440635866865375,-0.1198229135662785
1.0,0.0014407074370311492,-0.11973644311019394
1.0,0.001440779014308426,-0.1196453077950228
1.0,0.001440850598698266,-0.11957004063375865
1.0,0.001440922190201729,-0.11952330399230615
1.0,0.0014409937888198757,-0.1191631687659267
1.0,0.0014410653945537667,-0.11896419495916588
1.0,0.0014411370074044626,-0.11889817652671364
1.0,0.0014412086273730247,-0.11849961993940228
1.0,0.001441280254460514,-0.11782829316502341
1.0,0.001441351888667992,-0.1176306253598004
1.0,0.0014414235299965207,-0.11754187603450927
1.0,0.0014414951784471617,-0.11708561480279234
1.0,0.0014415668340209773,-0.1163894558782691
1.0,0.0014416384967190297,-0.11624102447863638
1.0,0.0014417101665423814,-0.11619652497126465
1.0,0.001441781843492095,-0.11588638558704345
1.0,0.0014418535275692338,-0.11583437653731621
1.0,0.0014419252187748608,-0.11550576083908448
1.0,0.0014419969171100392,-0.11522783032980577
1.0,0.001442068622575833,-0.11489959382286441
1.0,0.0014421403351733055,-0.11453570858140927
1.0,0.001442212054903521,-0.1142663882437217
1.0,0.0014422837817675436,-0.11417631552087115
1.0,0.0014423555157664378,-0.11392180393307227
1.0,0.0014424272569012683,-0.11382511859596889
1.0,0.0014424990051730999,-0.11351063273938089
1.0,0.0014425707605829976,-0.11312865823716378
1.0,0.0014426425231320267,-0.11310594480735525
1.0,0.0014427142928212526,-0.11296625314215969
1.0,0.0014427860696517413,-0.11294875812372751
1.0,0.0014428578536245585,-0.11246338792223598
1.0,0.0014429296447407702,-0.11207958735581813
1.0,0.001443001443001443,-0.11183018433871705
1.0,0.0014430732484076432,-0.11145194798704783
1.0,0.001443145060960438,-0.11130551788668297
1.0,0.0014432168806608938,-0.11112468373424111
1.0,0.0014432887075100781,-0.11108294799969554
1.0,0.0014433605415090584,-0.11085365432147531
1.0,0.001443432382658902,-0.11085039938360075
1.0,0.001443504230960677,-0.11056803592259556
1.0,0.0014435760864154512,-0.11041270358054467
1.0,0.0014436479490242931,-0.11019755423269029
1.0,0.0014437198187882711,-0.11005265281899812
1.0,0.0014437916957084536,-0.1099690392181365
1.0,0.00144386357978591,-0.10983028848607002
1.0,0.0014439354710217088,-0.10957592396458793
1.0,0.0014440073694169198,-0.1095217594883321
1.0,0.0014440792749726122,-0.10925180383117084
1.0,0.0014441511876898561,-0.10920321296196556
1.0,0.001444223107569721,-0.10916843328019732
1.0,0.0014442950346132775,-0.10914231621466963
1.0,0.0014443669688215957,-0.10910464500598704
1.0,0.0014444389101957464,-0.10896580660932365
1.0,0.0014445108587368002,-0.10888268103406029
1.0,0.001444582814445828,-0.10878020400826927
1.0,0.0014446547773239015,-0.10870247410429446
1.0,0.0014447267473720919,-0.10853578852624945
1.0,0.0014447987245914708,-0.10814647327384341
1.0,0.0014448707089831099,-0.10775723651582592
1.0,0.0014449427005480816,-0.10742052494483423
1.0,0.0014450146992874583,-0.1067858867365471
1.0,0.001445086705202312,-0.10678086520191621
1.0,0.001445158718293716,-0.10672409911617098
1.0,0.001445230738562743,-0.10662176984103766
1.0,0.001445302766010466,-0.10659674676158859
1.0,0.0014453748006379586,-0.10652669707636808
1.0,0.0014454468424462941,-0.10650241329172494
1.0,0.0014455188914365468,-0.10648527925754347
1.0,0.0014455909476097902,-0.10618980413849166
1.0,0.0014456630109670988,-0.10608647317062014
1.0,0.0014457350815095468,-0.10570684539513742
1.0,0.0014458071592382091,-0.10558176795561558
1.0,0.0014458792441541606,-0.10550648138310081
1.0,0.0014459513362584764,-0.10550266790855178
1.0,0.0014460234355522313,-0.10536295133548057
1.0,0.0014460955420365015,-0.10532955809233147
1.0,0.0014461676557123622,-0.10469987326038321
1.0,0.0014462397765808896,-0.10462682581680971
1.0,0.00144631190464316,-0.10458354370767942
1.0,0.0014463840399002493,-0.10453502535834014
1.0,0.0014464561823532346,-0.10443154193900583
1.0,0.0014465283320031924,-0.10414470993603264
1.0,0.0014466004888511997,-0.10385914940729613
1.0,0.001446672652898334,-0.10364301623701466
1.0,0.0014467448241456723,-0.10358347460990402
1.0,0.0014468170025942926,-0.10358332382030033
1.0,0.0014468891882452727,-0.10352864430858189
1.0,0.0014469613810996907,-0.10327720590838252
1.0,0.0014470335811586248,-0.10323672515438809
1.0,0.0014471057884231538,-0.10306093146224471
1.0,0.001447178002894356,-0.10286556564850013
1.0,0.0014472502245733107,-0.10284023637566986
1.0,0.001447322453461097,-0.10265525854396229
1.0,0.0014473946895587942,-0.10248525904836303
1.0,0.001447466932867482,-0.10245914453140914
1.0,0.00144753918338824,-0.10245782194953046
1.0,0.0014476114411221485,-0.10244088455699008
1.0,0.0014476837060702875,-0.10224253285049067
1.0,0.0014477559782337377,-0.10221752816169483
1.0,0.0014478282576135797,-0.1018562231158513
1.0,0.0014479005442108942,-0.10172144335342559
1.0,0.0014479728380267626,-0.10155508112825584
1.0,0.0014480451390622658,-0.1014940712908241
1.0,0.001448117447318486,-0.10117402064011172
1.0,0.0014481897627965045,-0.10108610631083315
1.0,0.001448262085497403,-0.10105851437140378
1.0,0.0014483344154222644,-0.10088066798472228
1.0,0.0014484067525721706,-0.10075032588481347
1.0,0.0014484790969482044,-0.1007196064036705
1.0,0.0014485514485514486,-0.10062869518609363
1.0,0.0014486238073829862,-0.10056087831813865
1.0,0.0014486961734439005,-0.10040059694860515
1.0,0.001448768546735275,-0.10031134639151784
1.0,0.0014488409272581935,-0.10014973957230422
1.0,0.0014489133150137397,-0.10010088138587292
1.0,0.0014489857100029979,-0.10004913228325674
1.0,0.0014490581122270523,-0.09959847635038055
1.0,0.0014491305216869877,-0.09958123001823171
1.0,0.001449202938383889,-0.09945679588555922
1.0,0.0014492753623188406,-0.09932586641889962
1.0,0.0014493477934929282,-0.09928616061236595
1.0,0.0014494202319072372,-0.09927541446384558
1.0,0.001449492677562853,-0.09920721187027592
1.0,0.0014495651304608618,-0.09893160659808053
1.0,0.0014496375906023495,-0.09873570642423968
1.0,0.0014497100579884024,-0.09862464023146655
1.0,0.001449782532620107,-0.0986046342059087
1.0,0.00144985501449855,-0.09853977305283335
1.0,0.0014499275036248187,-0.09844071378553376
1.0,0.00145,-0.09843392933261741
1.0,0.0014500725036251812,-0.0984135672940486
1.0,0.00145014501450145,-0.09821477276428947
1.0,0.0014502175326298946,-0.09807046425388422
1.0,0.0014502900580116024,-0.09802531638907697
1.0,0.0014503625906476618,-0.09800718241492079
1.0,0.0014504351305391616,-0.09795818561553538
1.0,0.0014505076776871906,-0.09795066701964461
1.0,0.001450580232092837,-0.09755754901001534
1.0,0.0014506527937571908,-0.09747628351199422
1.0,0.0014507253626813406,-0.09731351610849237
1.0,0.0014507979388663766,-0.09724950333488869
1.0,0.001450870522313388,-0.0972035179579036
1.0,0.0014509431130234653,-0.09710648001033284
1.0,0.0014510157109976984,-0.09674150099131051
1.0,0.0014510883162371778,-0.09673662317799925
1.0,0.0014511609287429944,-0.09668380160365064
1.0,0.0014512335485162388,-0.09652198248811672
1.0,0.0014513061755580022,-0.09640542798711915
1.0,0.001451378809869376,-0.09627739005940084
1.0,0.0014514514514514514,-0.0962015837761131
1.0,0.0014515241003053205,-0.09613034881351434
1.0,0.0014515967564320753,-0.09599722328137872
1.0,0.0014516694198328077,-0.0959817082639638
1.0,0.0014517420905086104,-0.095781485678195
1.0,0.0014518147684605758,-0.09571960774464805
1.0,0.0014518874536897967,-0.09561020476983806
1.0,0.0014519601461973665,-0.09550447731898581
1.0,0.001452032845984378,-0.09539418613237416
1.0,0.0014521055530519252,-0.09535423681324018
1.0,0.0014521782674011016,-0.0951283977955788
1.0,0.001452250989033001,-0.0948287520441159
1.0,0.001452323717948718,-0.09477507022138465
1.0,0.0014523964541493465,-0.09468110219149184
1.0,0.0014524691976359812,-0.09464831558392295
1.0,0.001452541948409717,-0.09463170493483974
1.0,0.001452614706471649,-0.09446745394444633
1.0,0.0014526874718228723,-0.0944254438621952
1.0,0.0014527602444644825,-0.09430539281115935
1.0,0.0014528330243975753,-0.09409473324182693
1.0,0.0014529058116232465,-0.09369270323459933
1.0,0.0014529786061425922,-0.09358491588102491
1.0,0.0014530514079567091,-0.09350414893586867
1.0,0.0014531242170666935,-0.09348401114165561
1.0,0.001453197033473642,-0.09347493991638889
1.0,0.001453269857178652,-0.09342678762723944
1.0,0.0014533426881828205,-0.09334589852152464
1.0,0.001453415526487245,-0.09333904376637281
1.0,0.0014534883720930232,-0.09329712077215258
1.0,0.001453561225001253,-0.09328579184892993
1.0,0.0014536340852130327,-0.09321036284450857
1.0,0.0014537069527294601,-0.09318206483786529
1.0,0.0014537798275516343,-0.09317136594065145
1.0,0.0014538527096806537,-0.0931145706845804
1.0,0.0014539255991176175,-0.09300709015366238
1.0,0.0014539984958636249,-0.09298428243904122
1.0,0.0014540713999197754,-0.09291474963924273
1.0,0.0014541443112871684,-0.09282903616973948
1.0,0.001454217229966904,-0.09262754780295201
1.0,0.0014542901559600823,-0.09245206089029556
1.0,0.0014543630892678034,-0.09243277434005404
1.0,0.001454436029891168,-0.09223445235122307
1.0,0.0014545089778312769,-0.09203522028316091
1.0,0.001454581933089231,-0.09185817090104331
1.0,0.0014546548956661316,-0.09185203165818256
1.0,0.00145472786556308,-0.09183823690125903
1.0,0.001454800842781178,-0.09181724907996713
1.0,0.0014549468191852298,-0.0917566849774546
1.0,0.0014550198183733883,-0.09171216766019097
1.0,0.0014550928248871049,-0.09170862465209684
1.0,0.0014551658387274827,-0.09164059426820281
1.0,0.0014552388598956243,-0.0916117773078643
1.0,0.001455311888392633,-0.09135081325577199
1.0,0.0014553849242196126,-0.09134878609376129
1.0,0.0014554579673776663,-0.09123166260910798
1.0,0.001455531017867898,-0.09092376942317038
1.0,0.001455604075691412,-0.0907656541282631
1.0,0.0014556771408493123,-0.09073809139765177
1.0,0.0014557502133427038,-0.09047288176838686
1.0,0.0014558232931726907,-0.09017434502589361
1.0,0.0014558963803403785,-0.08971385381336894
1.0,0.0014559694748468722,-0.0896633191037739
1.0,0.0014560425766932772,-0.08951975614824381
1.0,0.001456115685880699,-0.08945619154122841
1.0,0.0014561888024102435,-0.08940810549790656
1.0,0.001456261926283017,-0.08938316987363759
1.0,0.0014563350575001255,-0.08933150305965121
1.0,0.0014564081960626758,-0.08914220667333639
1.0,0.0014564813419717744,-0.08912875258957387
1.0,0.0014565544952285284,-0.08907500681020764
1.0,0.001456627655834045,-0.08891559644023217
1.0,0.0014567008237894314,-0.08889706701876154
1.0,0.0014567739990957954,-0.08884513641232161
1.0,0.001456847181754245,-0.08884387148199291
1.0,0.001456920371765888,-0.08878327340772108
1.0,0.0014569935691318328,-0.08872177874774656
1.0,0.001457066773853188,-0.08867370750947368
1.0,0.0014571399859310621,-0.08866915814681975
1.0,0.0014572132053665644,-0.08833593746526625
1.0,0.001457286432160804,-0.08833084839114969
1.0,0.0014573596663148903,-0.0883215258704455
1.0,0.0014574329078299326,-0.08831875009980283
1.0,0.0014575061567070413,-0.08820016132862507
1.0,0.0014575794129473262,-0.08812873510817376
1.0,0.0014576526765518974,-0.08803071573426446
1.0,0.0014577259475218659,-0.08801855367069111
1.0,0.001457799225858342,-0.0880113714493912
1.0,0.0014578725115624372,-0.08795258648626858
1.0,0.0014579458046352623,-0.0878934756426335
1.0,0.0014580191050779286,-0.08785467162850247
1.0,0.001458092412891548,-0.08767356168005425
1.0,0.0014581657280772326,-0.08761569286366455
1.0,0.001458239050636094,-0.08738806187762671
1.0,0.0014583123805692448,-0.08732935470189596
1.0,0.0014583857178777973,-0.08728510214165364
1.0,0.0014584590625628647,-0.08718507442418144
1.0,0.0014585324146255596,-0.08704097698054158
1.0,0.0014586057740669954,-0.08686702187528883
1.0,0.0014586791408882852,-0.08682146871845187
1.0,0.0014587525150905434,-0.08677680815072886
1.0,0.001458825896674883,-0.08656957014691458
1.0,0.0014588992856424188,-0.08633542127046134
1.0,0.0014589726819942647,-0.08619265758152883
1.0,0.0014590460857315355,-0.08616872751699123
1.0,0.001459119496855346,-0.08614583165529144
1.0,0.001459192915366811,-0.08608439059272444
1.0,0.0014592663412670457,-0.08600684778734313
1.0,0.0014593397745571658,-0.08595938520206314
1.0,0.001459413215238287,-0.08590854338429832
1.0,0.001459486663311525,-0.08581810089145259
1.0,0.0014595601187779958,-0.08567798711577757
1.0,0.0014596335816388162,-0.08567265696794324
1.0,0.0014597070518951023,-0.08565564841671391
1.0,0.0014597805295479714,-0.08565407829701
1.0,0.00145985401459854,-0.0856479273374462
1.0,0.001459927507047926,-0.08558793724089286
1.0,0.001460001006897246,-0.08548677882978784
1.0,0.0014600745141476186,-0.08526999867269736
1.0,0.0014601480288001611,-0.08525815065336873
1.0,0.001460221550855992,-0.08505016348001104
1.0,0.0014602950803162295,-0.08497702204030044
1.0,0.0014603686171819922,-0.08496869944554031
1.0,0.001460442161454399,-0.08495430366061141
1.0,0.0014605157131345689,-0.08491500529572493
1.0,0.0014605892722236212,-0.08476622004248513
1.0,0.0014606628387226755,-0.08468223338863479
1.0,0.0014607364126328515,-0.0846596388712576
1.0,0.001460809993955269,-0.08430986101991511
1.0,0.0014608835826910482,-0.0841911292993075
1.0,0.0014609571788413097,-0.08399412221493319
1.0,0.001461030782407174,-0.0839891694552638
1.0,0.0014611043933897621,-0.08388166981300904
1.0,0.001461178011790195,-0.08367790261325991
1.0,0.0014612516376095938,-0.08350491326419474
1.0,0.0014613252708490804,-0.08347079159806181
1.0,0.0014613989115097763,-0.08344902946708821
1.0,0.0014614725595928034,-0.08336571583432084
1.0,0.0014615462150992843,-0.08321034225614932
1.0,0.0014616198780303413,-0.08319307463767966
1.0,0.0014616935483870968,-0.08318081136970934
1.0,0.0014617672261706739,-0.08307189232229295
1.0,0.0014618409113821957,-0.08305914856083052
1.0,0.0014619146040227857,-0.08305021433726412
1.0,0.0014619883040935672,-0.08292098975589601
1.0,0.0014620620115956642,-0.0829103137045657
1.0,0.0014621357265302006,-0.08289023206856849
1.0,0.0014622094488983008,-0.08283867253508648
1.0,0.001462283178701089,-0.08272232157210346
1.0,0.0014623569159396904,-0.08265169606200784
1.0,0.0014624306606152294,-0.08259556280899827
1.0,0.0014625044127288315,-0.08258206001435864
1.0,0.0014625781722816219,-0.0825271614868337
1.0,0.0014626519392747263,-0.08252594560095983
1.0,0.0014627257137092707,-0.08252291314105886
1.0,0.0014627994955863808,-0.08241408710958287
1.0,0.0014628732849071833,-0.0822832465746216
